Row,Site,Date,EggIDXSec,Meso_Type,Sub_Cat_8,Total_Depth,Mid_Velocity,Data_Type,Site_Code,SQRT_Velocity,Depth_Squared,Sub_Cont_8,Sub_Cat_6,Sub_Cont_6,velocity_plus_0005,Velocity_plus_005,SQRT_Vel005,Sub_Medians_Bldfix600,SubMedians_2,SubScoreBedadjusted,SubMedianBedadjusted,RandomSite,RandomDataType,RandomDepth,RandomSQRTVEL005,RandomDepthSqrd,RandomSubScoreBedADJ,Roughness_Sqyared,RandomSubBed_6,RandomSubBed6SQRD
61,RUBICON,39962,13,RUN,5,0.4,0.08,USE,7,0.282842712,0.16,192,4,160,0.0805,0.085,0.291547595,160,25600,5,160,,,,,,,,,
62,NF FEATHER,39958,19,RUN,6,0.31,0.01,USE,6,0.1,0.0961,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
63,RUBICON,39968,20,RUN,6,0.36,0.05,USE,7,0.223606798,0.1296,334,5,428,0.0505,0.055,0.234520788,428,183184,6,428,,,,,,,,,
64,RUBICON,39962,11,RUN,6,0.34,0.01,USE,7,0.1,0.1156,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
65,RUBICON,39962,10,RUN,6,0.3,0.01,USE,7,0.1,0.09,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
66,NF FEATHER,39958,23,RUN,7,0.21,0.01,USE,6,0.1,0.0441,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
67,CLAVEY,39986,6,,7,0.68,0.06,USE,1,0.244948974,0.4624,512,5,,0.0605,0.065,0.254950976,428,183184,6,428,,,,,,,,,
68,CLAVEY,39980,1,,7,0.24,0.03,USE,1,0.173205081,0.0576,512,5,,0.0305,0.035,0.187082869,428,183184,6,428,,,,,,,,,
69,NF FEATHER,39966,36,RUN,5,0.46,0.12,USE,6,0.346410162,0.2116,192,4,160,0.1205,0.125,0.353553391,160,25600,5,160,,,,,,,,,
70,NF FEATHER,39958,22,RUN,7,0.3,0.01,USE,6,0.1,0.09,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
71,MF YUBA,39966,2,POOL,7,0.46,0,USE,3,0,0.2116,512,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
72,RUBICON,39962,15,RUN,7,0.56,0.01,USE,7,0.1,0.3136,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
73,NF FEATHER,39966,42,RUN,7,0.22,0.04,USE,6,0.2,0.0484,512,5,428,0.0405,0.045,0.212132034,428,183184,6,428,,,,,,,,,
74,RUBICON,39954,4,RIFFLE,7,0.34,0.03,USE,7,0.173205081,0.1156,512,5,428,0.0305,0.035,0.187082869,428,183184,6,428,,,,,,,,,
75,NF FEATHER,39958,18,RUN,5,0.25,0.02,USE,6,0.141421356,0.0625,192,4,160,0.0205,0.025,0.158113883,160,25600,5,160,,,,,,,,,
76,NF FEATHER,39972,52,RUN,4,0.28,0,USE,6,0,0.0784,96,4,160,0.0005,0.005,0.070710678,160,25600,5,160,,,,,,,,,
77,MF YUBA,39974,18,POOL,6,0.18,0.01,USE,3,0.1,0.0324,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
78,MF YUBA,39974,17,POOL,5,0.87,0.04,USE,3,0.2,0.7569,192,4,160,0.0405,0.045,0.212132034,160,25600,5,160,,,,,,,,,
79,NF FEATHER,39958,27,RUN,7,0.52,0.05,USE,6,0.223606798,0.2704,512,5,428,0.0505,0.055,0.234520788,428,183184,6,428,,,,,,,,,
80,MF YUBA,39974,21,POOL,7,0.49,0.05,USE,3,0.223606798,0.2401,512,5,428,0.0505,0.055,0.234520788,428,183184,6,428,,,,,,,,,
81,NFMF AMERICAN,39961,1,RUN,6,0.48,0.01,USE,4,0.1,0.2304,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
82,MF YUBA,39966,16,POOL,4,0.33,0.03,USE,3,0.173205081,0.1089,96,4,160,0.0305,0.035,0.187082869,160,25600,5,160,,,,,,,,,
83,NF FEATHER,39966,32,RUN,5,0.38,0.01,USE,6,0.1,0.1444,192,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
84,MF YUBA,39974,22,POOL,7,0.42,0.04,USE,3,0.2,0.1764,512,5,428,0.0405,0.045,0.212132034,428,183184,6,428,,,,,,,,,
85,RUBICON,39962,17,RUN,7,0.32,0.04,USE,7,0.2,0.1024,512,5,428,0.0405,0.045,0.212132034,428,183184,6,428,,,,,,,,,
86,MF FEATHER,39980,7,POOL,4,0.63,0.21,USE,2,0.458257569,0.3969,96,4,160,0.2105,0.215,0.463680925,160,25600,5,160,,,,,,,,,
87,CLAVEY,39986,7,,7,0.39,0.11,USE,1,0.331662479,0.1521,512,5,,0.1105,0.115,0.339116499,428,183184,6,428,,,,,,,,,
88,CLAVEY,39980,3,,7,0.44,0,USE,1,0,0.1936,512,5,,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
89,NFMF AMERICAN,39962,4,POOL,7,0.34,0,USE,4,0,0.1156,512,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
90,NF FEATHER,39958,25,RUN,6,0.27,0.05,USE,6,0.223606798,0.0729,334,5,428,0.0505,0.055,0.234520788,428,183184,6,428,,,,,,,,,
91,CLAVEY,39980,5,,7,0.46,0.18,USE,1,0.424264069,0.2116,512,5,,0.1805,0.185,0.430116263,428,183184,6,428,,,,,,,,,
92,NF FEATHER,39972,51,RUN,7,0.35,0.02,USE,6,0.141421356,0.1225,512,5,428,0.0205,0.025,0.158113883,428,183184,6,428,,,,,,,,,
93,NF AMERICAN,39974,12,RUN,6,0.3,0,USE,5,0,0.09,334,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
94,NF FEATHER,39966,31,RUN,6,0.39,0.01,USE,6,0.1,0.1521,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
95,MF YUBA,39974,19,POOL,4,0.42,0.02,USE,3,0.141421356,0.1764,96,4,160,0.0205,0.025,0.158113883,160,25600,5,160,,,,,,,,,
96,NF AMERICAN,39974,10,RUN,8,0.25,0.03,USE,5,0.173205081,0.0625,600,6,800,0.0305,0.035,0.187082869,600,360000,4,294,,,,,,,,,
97,NF AMERICAN,39969,4,POOL,6,0.22,0.02,USE,5,0.141421356,0.0484,334,5,428,0.0205,0.025,0.158113883,428,183184,6,428,,,,,,,,,
98,NF AMERICAN,39974,11,RUN,7,0.4,0.09,USE,5,0.3,0.16,512,5,428,0.0905,0.095,0.3082207,428,183184,6,428,,,,,,,,,
99,MF FEATHER,39980,3,RUN,7,0.54,0.03,USE,2,0.173205081,0.2916,512,5,428,0.0305,0.035,0.187082869,428,183184,6,428,,,,,,,,,
100,NF FEATHER,39958,24,RUN,6,0.36,0.01,USE,6,0.1,0.1296,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
101,NFMF AMERICAN,39967,10,RUN,,0.12,0.01,USE,4,0.1,0.0144,,,,0.0105,0.015,0.122474487,,,,,,,,,,,,,
102,RUBICON,39962,16,RUN,7,0.59,0.14,USE,7,0.374165739,0.3481,512,5,428,0.1405,0.145,0.380788655,428,183184,6,428,,,,,,,,,
103,RUBICON,39968,24,RUN,4,0.12,0.04,USE,7,0.2,0.0144,96,4,160,0.0405,0.045,0.212132034,160,25600,5,160,,,,,,,,,
104,MF YUBA,39966,7,POOL,4,0.66,0.01,USE,3,0.1,0.4356,96,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
105,NF AMERICAN,39974,8,POOL,5,0.42,0.05,USE,5,0.223606798,0.1764,192,4,160,0.0505,0.055,0.234520788,160,25600,5,160,,,,,,,,,
106,NF FEATHER,39945,2,RUN,6,0.32,0.08,USE,6,0.282842712,0.1024,334,5,428,0.0805,0.085,0.291547595,428,183184,6,428,,,,,,,,,
107,SF AMERICAN,39988,5,,6,0.28,0.04,USE,8,0.2,0.0784,334,5,,0.0405,0.045,0.212132034,428,183184,6,428,,,,,,,,,
108,MF YUBA,39966,6,POOL,5,0.84,0.05,USE,3,0.223606798,0.7056,192,4,160,0.0505,0.055,0.234520788,160,25600,5,160,,,,,,,,,
109,NF FEATHER,39951,7,RUN,7,0.36,0.01,USE,6,0.1,0.1296,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
110,NFMF AMERICAN,39967,8,RUN,8,0.41,0.01,USE,4,0.1,0.1681,600,6,800,0.0105,0.015,0.122474487,600,360000,4,294,,,,,,,,,
111,MF YUBA,39966,9,POOL,4,0.43,0.02,USE,3,0.141421356,0.1849,96,4,160,0.0205,0.025,0.158113883,160,25600,5,160,,,,,,,,,
112,NF AMERICAN,39969,1,RUN,6,0.23,0,USE,5,0,0.0529,334,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
113,RUBICON,39968,19,RUN,4,0.18,0.03,USE,7,0.173205081,0.0324,96,4,160,0.0305,0.035,0.187082869,160,25600,5,160,,,,,,,,,
114,NF FEATHER,39966,40,RUN,5,0.28,0.1,USE,6,0.316227766,0.0784,192,4,160,0.1005,0.105,0.324037035,160,25600,5,160,,,,,,,,,
115,NFMF AMERICAN,39962,3,POOL,7,0.28,0.01,USE,4,0.1,0.0784,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
116,RUBICON,39962,14,RUN,6,0.6,0.01,USE,7,0.1,0.36,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
117,NF FEATHER,39951,6,RUN,5,0.48,0.13,USE,6,0.360555128,0.2304,192,4,160,0.1305,0.135,0.367423461,160,25600,5,160,,,,,,,,,
118,NF FEATHER,39945,1,RUN,5,0.5,0.08,USE,6,0.282842712,0.25,192,4,160,0.0805,0.085,0.291547595,160,25600,5,160,,,,,,,,,
119,NF FEATHER,39951,8,RUN,6,0.4,0,USE,6,0,0.16,334,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
120,MF FEATHER,39980,9,POOL,4,0.82,0.16,USE,2,0.4,0.6724,96,4,160,0.1605,0.165,0.40620192,160,25600,5,160,,,,,,,,,
121,NF FEATHER,39966,37,RUN,5,0.34,0.12,USE,6,0.346410162,0.1156,192,4,160,0.1205,0.125,0.353553391,160,25600,5,160,,,,,,,,,
122,NF AMERICAN,39969,2,RUN,5,0.29,0.01,USE,5,0.1,0.0841,192,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
123,RUBICON,39968,22,RIFFLE,6,0.3,0.04,USE,7,0.2,0.09,334,5,428,0.0405,0.045,0.212132034,428,183184,6,428,,,,,,,,,
124,MF YUBA,39966,3,POOL,7,0.52,0.02,USE,3,0.141421356,0.2704,512,5,428,0.0205,0.025,0.158113883,428,183184,6,428,,,,,,,,,
125,NF FEATHER,39951,11,RUN,6,0.33,0.01,USE,6,0.1,0.1089,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
126,SF AMERICAN,39988,7,,5,0.38,0.12,USE,8,0.346410162,0.1444,192,4,,0.1205,0.125,0.353553391,160,25600,5,160,,,,,,,,,
127,NF FEATHER,39966,29,RAPID,7,0.38,0.02,USE,6,0.141421356,0.1444,512,5,428,0.0205,0.025,0.158113883,428,183184,6,428,,,,,,,,,
128,SF AMERICAN,39982,4,,4,0.45,0.17,USE,8,0.412310563,0.2025,96,4,,0.1705,0.175,0.418330013,160,25600,5,160,,,,,,,,,
129,NF AMERICAN,39969,5,RUN,4,0.21,0.01,USE,5,0.1,0.0441,96,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
130,NFMF AMERICAN,39967,12,RUN,,0.13,0.03,USE,4,0.173205081,0.0169,,,,0.0305,0.035,0.187082869,,,,,,,,,,,,,
131,NF FEATHER,39951,4,RUN,6,0.26,0.01,USE,6,0.1,0.0676,334,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
132,RUBICON,39968,25,RIFFLE,7,0.24,0.03,USE,7,0.173205081,0.0576,512,5,428,0.0305,0.035,0.187082869,428,183184,6,428,,,,,,,,,
133,MF YUBA,39966,8,POOL,4,0.62,0.12,USE,3,0.346410162,0.3844,96,4,160,0.1205,0.125,0.353553391,160,25600,5,160,,,,,,,,,
134,MF FEATHER,39980,8,POOL,4,0.64,0.15,USE,2,0.387298335,0.4096,96,4,160,0.1505,0.155,0.393700394,160,25600,5,160,,,,,,,,,
135,SF AMERICAN,39982,3,,7,0.46,0.12,USE,8,0.346410162,0.2116,512,5,,0.1205,0.125,0.353553391,428,183184,6,428,,,,,,,,,
136,NF FEATHER,39972,50,RUN,7,0.38,0.01,USE,6,0.1,0.1444,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
137,NF AMERICAN,39974,7,POOL,6,0.62,0,USE,5,0,0.3844,334,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
138,RUBICON,39962,12,RUN,7,0.2,0,USE,7,0,0.04,512,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
139,SF AMERICAN,39988,6,,4,0.4,0.04,USE,8,0.2,0.16,96,4,,0.0405,0.045,0.212132034,160,25600,5,160,,,,,,,,,
140,RUBICON,39954,1,POOL,7,0.3,0.15,USE,7,0.387298335,0.09,512,5,428,0.1505,0.155,0.393700394,428,183184,6,428,,,,,,,,,
141,MF YUBA,39981,24,POOL,7,0.24,0,USE,3,0,0.0576,512,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
142,NF FEATHER,39966,43,RUN,6,0.5,0.16,USE,6,0.4,0.25,334,5,428,0.1605,0.165,0.40620192,428,183184,6,428,,,,,,,,,
2,MF FEATHER,39965,1,RUN,7,0.42,0.01,USE,2,0.1,0.1764,512,5,428,0.0105,0.015,0.122474487,428,183184,6,428,,,,,,,,,
2,NF FEATHER,39958,17,RUN,5,0.2,0.01,USE,6,0.1,0.04,192,4,160,0.0105,0.015,0.122474487,160,25600,5,160,,,,,,,,,
2,NF FEATHER,39958,15,RUN,6,0.42,0,USE,6,0,0.1764,334,5,428,0.0005,0.005,0.070710678,428,183184,6,428,,,,,,,,,
2,NF FEATHER,39958,21,RUN,4,0.5,0.15,USE,6,0.387298335,0.25,96,4,160,0.1505,0.155,0.393700394,160,25600,5,160,,,,,,,,,
2,RUBICON,39954,3,RIFFLE,7,0.2,0.13,USE,7,0.360555128,0.04,512,5,428,0.1305,0.135,0.367423461,428,183184,6,428,,,,,,,,,
